epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
49,3141.49,0.3962,0.77116,0.98746,0.88811,0.000308582,0.000308582,0.000308582
50,3202.77,0.40528,0.77429,0.98433,0.90979,0.000302761,0.000302761,0.000302761
51,3264.88,0.40979,0.75862,0.9906,0.81436,0.00029694,0.00029694,0.00029694
52,3330.32,0.43399,0.78997,0.98433,0.81411,0.000291119,0.000291119,0.000291119
53,3398.32,0.42026,0.7837,0.9906,0.89989,0.000285298,0.000285298,0.000285298
54,3462.97,0.38943,0.78056,0.98746,0.90508,0.000279476,0.000279476,0.000279476
55,3527.17,0.38161,0.78997,0.9906,0.8252,0.000273655,0.000273655,0.000273655
56,3590.93,0.37335,0.76176,0.9906,0.82385,0.000267834,0.000267834,0.000267834
57,3656.57,0.39833,0.79937,0.98746,0.8043,0.000262013,0.000262013,0.000262013
58,3719.52,0.40412,0.80251,0.9906,0.79526,0.000256192,0.000256192,0.000256192
59,3783.24,0.36592,0.79937,0.9906,0.83232,0.00025037,0.00025037,0.00025037
60,3847.22,0.38012,0.77743,0.99373,0.86602,0.000244549,0.000244549,0.000244549
61,3911.67,0.38695,0.77429,0.99687,0.83188,0.000238728,0.000238728,0.000238728
62,3972.52,0.35566,0.78683,0.99373,0.86064,0.000232907,0.000232907,0.000232907
63,4034.91,0.36126,0.78997,0.9906,0.91499,0.000227086,0.000227086,0.000227086
64,4099.23,0.35907,0.80564,0.99373,0.82998,0.000221264,0.000221264,0.000221264
65,4164.11,0.38713,0.77116,0.99373,0.83119,0.000215443,0.000215443,0.000215443
66,4229.03,0.35196,0.77429,0.99373,0.89639,0.000209622,0.000209622,0.000209622
67,4295.42,0.374,0.7837,0.99373,0.92766,0.000203801,0.000203801,0.000203801
68,4361.79,0.31174,0.80878,0.99373,0.80098,0.00019798,0.00019798,0.00019798
69,4427.73,0.3437,0.77429,0.99373,0.88501,0.000192158,0.000192158,0.000192158
70,4490.93,0.34897,0.80251,0.99373,0.86733,0.000186337,0.000186337,0.000186337
71,4555.33,0.34895,0.79624,0.98746,0.9147,0.000180516,0.000180516,0.000180516
72,4618.33,0.3293,0.83072,0.9906,0.81514,0.000174695,0.000174695,0.000174695
73,4682.09,0.37076,0.82132,0.98433,0.82434,0.000168874,0.000168874,0.000168874
74,4747.37,0.34237,0.7931,0.98746,0.84189,0.000163052,0.000163052,0.000163052
75,4811.7,0.33143,0.81505,0.9906,0.76528,0.000157231,0.000157231,0.000157231
76,4877.73,0.32667,0.82445,0.98746,0.76829,0.00015141,0.00015141,0.00015141
77,4942.85,0.31401,0.79937,0.98433,0.81387,0.000145589,0.000145589,0.000145589
78,5008.29,0.32549,0.82445,0.98746,0.80201,0.000139768,0.000139768,0.000139768
79,5074.89,0.32631,0.77429,0.98433,0.8553,0.000133946,0.000133946,0.000133946
80,5139.33,0.33552,0.82759,0.98433,0.83328,0.000128125,0.000128125,0.000128125
81,5204.65,0.32042,0.81191,0.98746,0.81517,0.000122304,0.000122304,0.000122304
82,5268.3,0.34291,0.81505,0.98433,0.84717,0.000116483,0.000116483,0.000116483
83,5331.76,0.28045,0.81818,0.9906,0.83208,0.000110662,0.000110662,0.000110662
84,5399.72,0.2994,0.7931,0.9906,0.85701,0.00010484,0.00010484,0.00010484
85,5464.25,0.25064,0.79937,0.98746,0.82078,9.90192e-05,9.90192e-05,9.90192e-05
86,5530.65,0.30707,0.80251,0.9906,0.87791,9.3198e-05,9.3198e-05,9.3198e-05
87,5595.18,0.29535,0.80251,0.98746,0.85387,8.73768e-05,8.73768e-05,8.73768e-05
88,5659.46,0.30185,0.7931,0.98433,0.85537,8.15556e-05,8.15556e-05,8.15556e-05
89,5720.73,0.26907,0.80251,0.98746,0.84578,7.57344e-05,7.57344e-05,7.57344e-05
90,5784.3,0.28557,0.79937,0.98746,0.86582,6.99132e-05,6.99132e-05,6.99132e-05
91,5857.63,0.33425,0.79937,0.9906,0.8751,6.4092e-05,6.4092e-05,6.4092e-05
92,5917.28,0.28572,0.80878,0.98746,0.86096,5.82708e-05,5.82708e-05,5.82708e-05
93,5975.47,0.26934,0.78056,0.98746,0.88435,5.24496e-05,5.24496e-05,5.24496e-05
94,6033.76,0.2889,0.77743,0.98746,0.92195,4.66284e-05,4.66284e-05,4.66284e-05
95,6094.64,0.28133,0.79624,0.9906,0.88435,4.08072e-05,4.08072e-05,4.08072e-05
96,6155.65,0.28331,0.7931,0.98746,0.90068,3.4986e-05,3.4986e-05,3.4986e-05
97,6215.18,0.2865,0.79624,0.98746,0.91616,2.91648e-05,2.91648e-05,2.91648e-05
98,6274.8,0.29001,0.79624,0.98746,0.92429,2.33436e-05,2.33436e-05,2.33436e-05
99,6334.36,0.25009,0.79624,0.9906,0.90654,1.75224e-05,1.75224e-05,1.75224e-05
100,6392.98,0.27173,0.78997,0.9906,0.8998,1.17012e-05,1.17012e-05,1.17012e-05
